xcoord;ycoord
-47,541;24,3278
-47,541;24,5308
-47,54;24,7338
-47,54;24,7338
-47,54;24,9368
-47,54;25,1398
-47,538;25,1398
-47,537;25,3428
-47,536;25,3428
-47,535;25,3428
-47,534;25,3428
-47,533;25,5458
-47,533;25,5458
-47,532;25,5458
-47,531;25,5458
-47,53;25,5458
-47,53;25,5458
-47,529;25,5458
-47,529;25,5458
-47,527;25,5458
-47,527;25,5458
-47,526;25,5458
-47,525;25,5458
-47,524;25,5458
-47,524;25,5458
-47,523;25,5458
-47,522;25,5458
-47,521;25,5458
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,521;25,3428
-47,5201;25,3428
-47,5201;25,1398
-47,5191;24,9368
-47,5191;24,9368
-47,5181;24,9368
-47,5181;24,9368
-47,5181;24,7338
-47,5181;24,7338
-47,5181;24,7338
-47,5181;24,5308
-47,5181;24,5308
-47,5181;24,3278
-47,5181;24,1248
-47,5181;23,9218
-47,5181;23,7188
-47,5181;23,3128
-47,5181;23,3128
-47,5181;23,1098
-47,5181;22,9068
-47,5171;22,7037
-47,5161;22,5007
-47,5161;22,2977
-47,5151;22,0947
-47,5151;22,0947
-47,5151;22,0947
-47,5151;22,0947
-47,5151;22,0947
