xcoord;ycoord
-47,6268;13,5687
-47,6268;13,3657
-47,6268;13,3657
-47,6258;13,1627
-47,6258;12,9596
-47,6248;12,7566
-47,6238;12,5536
-47,6238;12,5536
-47,6228;12,1476
-47,6228;12,1476
-47,6228;12,1476
-47,6208;11,9446
-47,6208;11,9446
-47,6198;11,7416
-47,6188;11,5386
-47,6178;11,3356
-47,6168;11,1326
-47,6168;11,1326
-47,6158;11,1326
-47,6158;11,1326
-47,6148;11,1326
-47,6148;11,1326
-47,6148;11,1326
-47,6138;11,1326
-47,6138;11,1326
-47,6128;11,1326
-47,6118;11,1326
-47,6109;11,1326
-47,6099;11,3356
-47,6089;11,3356
-47,6089;11,5386
-47,6089;11,5386
-47,6079;11,7416
-47,6079;11,7416
-47,6059;12,1476
-47,6059;12,1476
-47,6059;12,1476
-47,6049;12,5536
-47,6049;12,5536
-47,6049;12,5536
-47,6049;12,7566
-47,6039;12,7566
-47,6029;12,7566
-47,6019;12,7566
-47,6009;12,7566
-47,5999;12,7566
-47,5999;12,7566
-47,5989;12,7566
-47,5979;12,7566
-47,5969;12,9596
-47,5959;12,9596
-47,5939;12,9596
-47,5939;13,1627
-47,5929;13,1627
-47,5929;13,1627
-47,5929;13,1627
-47,5919;13,3657
-47,5909;13,3657
-47,5909;13,3657
-47,5909;13,3657
-47,5899;13,5687
-47,5899;13,5687
-47,5899;13,5687
-47,5899;13,5687
-47,5889;13,7717
-47,5879;13,9747
-47,5879;13,9747
-47,5879;13,9747
-47,5879;13,9747
-47,5869;13,9747
-47,5869;13,9747
-47,5869;13,9747
-47,5869;14,1777
-47,5869;14,1777
-47,5869;14,1777
-47,5869;14,1777
-47,5869;14,1777
-47,5869;14,3807
-47,5869;14,3807
-47,5859;14,3807
-47,5859;14,5837
-47,5859;14,7867
-47,5849;14,7867
-47,5849;14,7867
-47,5849;14,9897
-47,5839;14,9897
-47,5839;14,9897
-47,5829;15,1927
-47,5829;15,1927
-47,5829;15,1927
-47,5829;15,1927
-47,5829;15,1927
-47,5829;15,3957
-47,5829;15,3957
-47,5829;15,5987
-47,5819;16,0047
-47,5819;16,0047
-47,5819;16,0047
-47,5819;16,0047
-47,5819;16,2077
-47,5819;16,2077
-47,5819;16,2077
-47,5819;16,2077
-47,5819;16,4107
-47,5819;16,6137
-47,5819;16,8167
-47,5819;17,0197
-47,5819;17,0197
-47,5819;17,0197
-47,5829;17,0197
-47,5829;17,0197
-47,5849;17,2227
-47,5859;17,2227
-47,5859;17,2227
-47,5869;17,2227
-47,5879;17,2227
-47,5889;17,2227
-47,5899;17,2227
-47,5909;17,2227
-47,5919;17,2227
-47,5929;17,4257
-47,5939;17,8317
-47,5949;18,0347
-47,5949;18,0347
-47,5949;18,2377
-47,5949;18,2377
-47,5949;18,6437
-47,5949;18,6437
-47,5949;18,6437
-47,5949;18,8467
-47,5929;18,8467
-47,5919;18,8467
-47,5899;18,8467
-47,5879;18,8467
-47,5869;18,8467
-47,5859;18,8467
-47,5849;18,8467
-47,5849;18,8467
-47,5839;18,8467
-47,5839;18,8467
-47,5829;18,8467
-47,5819;18,8467
-47,5819;18,8467
-47,5819;18,6437
-47,5809;18,4407
-47,5809;18,4407
-47,5809;18,2377
-47,5799;18,2377
-47,5789;18,2377
-47,5779;18,2377
-47,5769;18,0347
-47,5759;18,0347
-47,5749;18,0347
-47,5739;17,8317
-47,5729;17,8317
-47,5709;17,6287
-47,5699;17,4257
-47,5689;17,4257
-47,5679;17,4257
-47,5669;17,4257
-47,566;17,4257
-47,566;17,4257
-47,565;17,4257
-47,565;17,4257
-47,564;17,4257
-47,562;17,8317
-47,56;18,0347
-47,559;18,2377
-47,558;18,2377
-47,557;18,2377
-47,555;18,2377
-47,554;18,4407
-47,554;18,4407
-47,553;18,4407
-47,552;18,4407
-47,551;18,4407
-47,551;18,4407
-47,55;18,4407
-47,549;18,4407
-47,548;18,4407
-47,547;18,4407
-47,546;18,2377
-47,546;18,0347
-47,545;18,0347
-47,544;17,8317
-47,543;17,8317
-47,542;17,6287
-47,542;17,6287
-47,541;17,4257
-47,541;17,4257
-47,54;17,4257
-47,539;17,4257
-47,538;17,4257
-47,537;17,4257
-47,536;17,4257
-47,535;17,4257
-47,533;17,4257
-47,531;17,4257
-47,528;17,2227
-47,527;17,2227
-47,526;17,0197
-47,525;17,0197
-47,524;16,8167
-47,523;16,8167
-47,522;16,6137
-47,522;16,6137
-47,5201;16,6137
-47,5201;16,8167
-47,5201;17,0197
-47,521;17,6287
-47,521;17,8317
-47,522;18,0347
-47,523;18,2377
-47,523;18,4407
-47,523;18,4407
-47,524;18,8467
-47,526;19,2527
-47,527;19,4557
-47,527;19,6587
-47,528;19,6587
-47,528;20,0647
-47,528;20,2677
-47,529;20,4707
-47,529;20,6737
-47,529;20,6737
-47,529;21,0797
-47,529;21,0797
-47,527;21,0797
-47,526;21,0797
-47,525;21,0797
-47,523;20,8767
-47,521;20,6737
-47,5201;20,4707
-47,5191;20,2677
-47,5191;20,0647
-47,5181;19,8617
-47,5181;19,6587
-47,5171;19,2527
-47,5171;19,0497
-47,5171;18,6437
-47,5161;18,4407
-47,5151;17,6287
-47,5141;17,4257
-47,5131;17,0197
-47,5121;16,6137
-47,5111;16,2077
-47,5091;15,8017
-47,5091;15,3957
-47,5081;14,9897
-47,5071;14,7867
-47,5061;14,5837
-47,5061;14,1777
-47,5061;13,7717
-47,5051;13,7717
-47,5041;13,3657
-47,5041;13,3657
-47,5031;13,1627
-47,5021;12,9596
-47,5011;12,9596
-47,5001;12,7566
-47,4981;12,5536
-47,4971;12,3506
-47,4961;12,3506
-47,4961;12,3506
-47,4941;12,3506
-47,4931;12,3506
-47,4931;12,3506
-47,4921;12,3506
-47,4921;12,3506
-47,4911;12,3506
-47,4901;12,3506
-47,4901;12,5536
-47,4891;12,5536
-47,4881;12,7566
-47,4881;12,9596
-47,4881;12,9596
-47,4871;13,3657
-47,4861;13,3657
-47,4851;13,5687
-47,4851;13,5687
-47,4841;13,7717
-47,4821;14,1777
-47,4811;14,1777
-47,4801;14,1777
-47,4781;14,1777
-47,4771;14,3807
-47,4751;14,3807
-47,4751;14,3807
-47,4742;14,3807
-47,4732;14,3807
-47,4722;14,3807
-47,4712;14,1777
-47,4712;14,1777
-47,4702;14,1777
-47,4702;13,9747
-47,4692;13,7717
-47,4682;13,7717
-47,4672;13,7717
-47,4662;13,7717
-47,4662;13,7717
-47,4652;13,7717
-47,4642;13,7717
-47,4632;13,7717
-47,4622;13,7717
-47,4602;13,7717
-47,4592;13,9747
-47,4592;13,9747
-47,4582;14,1777
-47,4562;14,1777
-47,4552;14,3807
-47,4542;14,5837
-47,4542;14,5837
-47,4532;14,7867
-47,4522;14,7867
-47,4512;14,9897
-47,4502;14,9897
-47,4502;14,9897
-47,4492;14,9897
-47,4492;14,9897
-47,4482;14,9897
-47,4482;14,9897
-47,4472;14,9897
-47,4462;14,9897
-47,4462;14,9897
-47,4452;14,9897
-47,4452;14,9897
-47,4442;14,9897
-47,4442;14,9897
-47,4432;14,9897
-47,4422;14,9897
-47,4412;14,7867
-47,4402;14,5837
-47,4392;14,5837
-47,4392;14,5837
-47,4382;14,3807
-47,4362;14,3807
-47,4352;14,1777
-47,4342;14,1777
-47,4322;14,1777
-47,4302;14,1777
-47,4292;14,1777
-47,4283;14,1777
-47,4263;14,1777
-47,4253;13,9747
-47,4243;13,9747
-47,4233;13,9747
-47,4213;13,9747
-47,4213;13,9747
-47,4193;13,9747
-47,4193;13,9747
-47,4173;13,9747
-47,4163;13,9747
-47,4153;13,9747
-47,4143;13,9747
-47,4123;13,9747
-47,4103;13,9747
-47,4073;13,9747
-47,4053;14,1777
-47,4033;14,1777
-47,4013;14,3807
-47,3993;14,3807
-47,3983;14,3807
-47,3983;14,3807
-47,3973;14,5837
-47,3973;14,5837
-47,3973;14,5837
-47,3973;14,5837
-47,3973;14,5837
-47,3973;14,5837
