xcoord;ycoord
-48,1885;21,4162
-48,1902;21,4162
-48,1919;21,4162
-48,1936;21,4162
-48,1952;21,59
-48,1986;21,7637
-48,1986;21,7637
-48,2036;21,7637
-48,2036;21,7637
-48,207;21,7637
-48,2086;21,7637
-48,2103;21,7637
-48,212;21,7637
-48,2137;21,7637
-48,2154;21,7637
-48,217;21,7637
-48,2187;21,7637
-48,2204;21,4162
-48,2221;21,2425
-48,2237;21,0687
-48,2237;21,0687
-48,2254;20,7212
-48,2271;20,5474
-48,2288;20,5474
-48,2304;20,1999
-48,2304;20,1999
-48,2321;20,1999
-48,2321;20,1999
-48,2355;20,0262
-48,2371;20,0262
-48,2388;19,8524
-48,2405;19,8524
-48,2422;19,8524
-48,2472;19,8524
-48,2489;19,8524
-48,2522;19,8524
-48,2539;19,6786
-48,2556;19,6786
-48,2589;19,5049
-48,2589;19,5049
-48,2606;19,5049
-48,2623;19,5049
-48,2623;19,5049
-48,264;19,5049
-48,2656;19,5049
-48,2656;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
-48,2673;19,5049
