xcoord;ycoord
-47,8817;11,8595
-47,875;14,2921
-47,8733;14,2921
-47,8716;14,6397
-47,87;14,6397
-47,8666;14,9872
-47,8633;15,1609
-47,8599;15,5085
-47,8582;15,6822
-47,8566;15,6822
-47,8549;16,0297
-47,8515;16,2035
-47,8499;16,551
-47,8499;16,551
-47,8482;16,7248
-47,8448;16,8985
-47,8448;17,0723
-47,8431;17,0723
-47,8431;17,0723
-47,8398;17,0723
-47,8364;17,0723
-47,8331;17,0723
-47,8314;16,8985
-47,8264;16,7248
-47,8247;16,551
-47,8213;16,551
-47,8197;16,551
-47,8163;16,3772
-47,813;16,3772
-47,8096;16,0297
-47,8063;16,0297
-47,8046;16,0297
-47,8029;15,856
-47,7996;15,856
-47,7979;15,6822
-47,7962;15,6822
-47,7928;15,5085
-47,7912;15,3347
-47,7878;15,3347
-47,7878;15,3347
-47,7861;15,3347
-47,7845;15,3347
-47,7828;15,3347
-47,7828;15,3347
-47,7828;15,3347
-47,7828;15,3347
-47,7794;15,1609
-47,7794;15,1609
-47,7794;14,9872
-47,7778;14,9872
-47,7778;14,9872
-47,7761;14,9872
-47,7727;14,8134
-47,7727;14,8134
-47,7711;14,8134
-47,7694;14,8134
-47,7677;14,8134
-47,766;14,8134
-47,7627;14,8134
-47,761;14,8134
-47,7576;14,8134
-47,756;14,8134
-47,7526;14,8134
-47,7526;14,8134
-47,7493;14,8134
-47,7493;14,8134
-47,7459;14,9872
-47,7442;14,9872
-47,7425;15,1609
-47,7392;15,1609
-47,7375;15,3347
-47,7358;15,5085
-47,7342;15,6822
-47,7325;15,856
-47,7291;16,0297
-47,7291;16,3772
-47,7275;16,551
-47,7258;16,7248
-47,7258;16,7248
-47,7258;16,7248
-47,7258;16,7248
-47,7258;16,7248
-47,7258;16,7248
-47,7258;16,8985
-47,7258;17,0723
-47,7241;17,0723
-47,7241;17,246
-47,7224;17,4198
-47,7224;17,4198
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7208;17,5936
-47,7191;17,5936
-47,7191;17,5936
-47,7174;17,7673
-47,714;17,7673
-47,7124;17,7673
-47,709;17,5936
-47,7073;17,5936
-47,7023;17,4198
-47,7006;17,246
-47,699;16,8985
-47,6973;16,7248
-47,6956;16,551
-47,6956;16,3772
-47,6956;16,3772
-47,6956;16,2035
-47,6956;16,0297
-47,6956;15,856
-47,6956;15,6822
-47,6973;15,5085
-47,699;15,3347
-47,7006;15,3347
-47,7023;15,3347
-47,7057;15,1609
-47,7073;15,1609
-47,709;15,1609
-47,7124;15,1609
-47,714;15,1609
-47,7157;15,1609
-47,7191;14,9872
-47,7191;14,9872
-47,7224;14,9872
-47,7224;14,8134
-47,7241;14,6397
-47,7275;14,6397
-47,7291;14,6397
-47,7291;14,4659
-47,7325;14,2921
-47,7342;14,1184
-47,7358;13,9446
-47,7392;13,7709
-47,7442;13,7709
-47,7442;13,7709
-47,7459;13,5971
-47,7509;13,5971
-47,7543;13,5971
-47,7576;13,5971
-47,7593;13,5971
-47,7593;13,5971
-47,7627;13,4234
-47,7643;13,0758
-47,7677;12,9021
-47,7677;12,9021
-47,7677;12,9021
-47,7677;12,9021
-47,7677;12,9021
-47,7694;12,9021
-47,7711;12,9021
-47,7761;12,9021
-47,7778;13,0758
-47,7811;13,0758
-47,7811;13,0758
-47,7845;13,2496
-47,7861;13,4234
-47,7895;13,4234
-47,7912;13,4234
-47,7945;13,4234
-47,7962;13,4234
-47,7979;13,2496
-47,7996;13,2496
-47,8029;13,2496
-47,8046;13,2496
-47,8063;13,2496
-47,8063;13,4234
-47,8079;13,5971
-47,8113;13,7709
-47,8113;13,7709
-47,813;13,7709
-47,8146;14,1184
-47,8146;14,1184
-47,818;14,1184
-47,823;14,2921
-47,8264;14,2921
-47,8281;14,2921
-47,8314;14,2921
-47,8364;14,2921
-47,8381;14,2921
-47,8398;14,2921
-47,8415;14,2921
-47,8431;14,2921
-47,8431;14,2921
-47,8465;14,2921
-47,8482;14,2921
-47,8482;14,1184
-47,8532;13,9446
-47,8549;13,9446
-47,8566;13,7709
-47,8599;13,7709
-47,8633;13,4234
-47,8649;13,4234
-47,8666;13,2496
-47,87;13,0758
-47,8716;12,9021
-47,8716;12,9021
-47,8716;12,9021
-47,8733;12,7283
-47,8733;12,7283
-47,8733;12,7283
-47,875;12,7283
-47,8767;12,5546
-47,8784;12,3808
-47,8784;12,2071
-47,88;12,0333
-47,8817;12,0333
-47,8817;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,0333
-47,8834;12,2071
-47,8834;12,2071
-47,8817;12,2071
-47,8817;12,3808
-47,8817;12,7283
-47,8817;12,7283
-47,8817;12,7283
-47,8817;12,7283
-47,8817;12,7283
-47,8817;12,7283
-47,8817;12,7283
