xcoord;ycoord
-48,0142;24,6458
-48,0125;24,8196
-48,0125;24,9934
-48,0125;24,9934
-48,0125;25,1671
-48,0125;25,5146
-48,0125;25,5146
-48,0125;25,6884
-48,0125;25,6884
-48,0125;25,6884
-48,0125;25,8621
-48,0125;25,8621
-48,0125;25,8621
-48,0125;25,8621
-48,0125;26,0359
-48,0125;26,0359
-48,0125;26,0359
-48,0125;26,2097
-48,0125;26,2097
-48,0125;26,2097
-48,0125;26,3834
-48,0125;26,5572
-48,0125;26,5572
-48,0108;26,7309
-48,0108;26,7309
-48,0091;26,9047
-48,0075;27,0785
-48,0058;27,0785
-48,0041;27,2522
-48,0024;27,2522
-48,0024;27,426
-48,0024;27,426
-48,0007;27,426
-47,9974;27,5997
-47,9974;27,5997
-47,9974;27,7735
-47,9957;27,9472
-47,994;27,9472
-47,994;28,121
-47,994;28,121
-47,9924;28,2948
-47,9924;28,4685
-47,9907;28,4685
-47,9907;28,6423
-47,9907;28,816
-47,9907;28,816
-47,9907;28,816
-47,9907;28,816
-47,9907;28,816
-47,9907;28,9898
-47,994;29,1636
-47,994;29,1636
-47,994;29,1636
-47,9957;29,1636
-47,9957;29,1636
-47,9991;29,1636
-48,0007;28,9898
-48,0024;28,9898
-48,0058;28,9898
-48,0058;28,9898
-48,0075;28,9898
-48,0091;28,9898
-48,0108;28,9898
-48,0108;28,9898
-48,0142;28,816
-48,0142;28,816
-48,0158;28,6423
-48,0158;28,4685
-48,0175;28,2948
-48,0192;28,2948
-48,0192;28,2948
-48,0192;28,121
-48,0209;27,9472
-48,0225;27,9472
-48,0242;27,9472
-48,0242;27,9472
-48,0292;28,121
-48,0292;28,2948
-48,0292;28,4685
-48,0292;28,4685
-48,0292;28,4685
-48,0309;28,6423
-48,0309;28,816
-48,0326;28,816
-48,0343;28,816
-48,036;28,816
-48,0393;28,9898
-48,041;29,1636
-48,0443;29,1636
-48,0477;29,1636
-48,051;29,1636
-48,0527;29,1636
-48,0578;29,1636
-48,0594;29,1636
-48,0645;29,1636
-48,0661;29,1636
-48,0695;29,1636
-48,0712;29,1636
-48,0728;29,1636
-48,0762;29,1636
-48,0762;29,1636
-48,0795;29,1636
-48,0829;29,1636
-48,0829;29,1636
-48,0829;29,1636
-48,0863;29,1636
-48,0896;29,1636
-48,0913;29,1636
-48,0946;28,9898
-48,098;28,9898
-48,1013;28,9898
-48,1047;28,9898
-48,1064;28,9898
-48,1097;28,816
-48,1131;28,6423
-48,1148;28,6423
-48,1148;28,6423
-48,1164;28,4685
-48,1181;28,2948
-48,1198;28,2948
-48,1231;28,2948
-48,1248;28,2948
-48,1298;28,2948
-48,1332;28,2948
-48,1349;28,2948
-48,1366;28,2948
-48,1382;28,4685
-48,1399;28,6423
-48,1416;28,816
-48,1433;28,9898
-48,1449;28,9898
-48,15;29,1636
-48,1533;29,1636
-48,155;29,1636
-48,1567;28,9898
-48,1567;28,9898
-48,16;28,816
-48,1634;28,6423
-48,1651;28,4685
-48,1684;28,2948
-48,1701;28,2948
-48,1701;28,121
-48,1734;28,121
-48,1751;28,121
-48,1768;27,9472
-48,1785;27,9472
-48,1801;27,9472
-48,1818;27,9472
-48,1835;27,9472
-48,1868;27,9472
-48,1868;27,9472
-48,1885;27,9472
-48,1885;27,9472
-48,1919;27,9472
-48,1936;27,9472
-48,1936;27,9472
-48,1952;27,9472
-48,1969;27,7735
-48,1986;27,7735
-48,1986;27,7735
-48,2003;27,7735
-48,2019;27,7735
-48,2019;27,7735
-48,2019;27,7735
-48,2036;27,7735
-48,2036;27,7735
-48,2036;27,7735
-48,2036;27,5997
-48,2053;27,5997
-48,2053;27,426
-48,207;27,426
-48,207;27,426
-48,2086;27,426
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
-48,2086;27,0785
